ITS2,Clade,Majority,sample_id,its2_count,species,region,reef
85581,A,A1,SFAR-R3-12,0,S,FAR,R3
84568,A,A1/A1c,SFAR-R3-12,0,S,FAR,R3
85591,A,A1,SFAR-R3-12,3560,S,FAR,R3
84566,A,A1,SFAR-R3-12,0,S,FAR,R3
85585,A,A1/A1c,SFAR-R3-12,0,S,FAR,R3
85596,A,A1,SFAR-R3-12,0,S,FAR,R3
84552,A,A1,SFAR-R3-12,0,S,FAR,R3
84603,A,A1,SFAR-R3-12,0,S,FAR,R3
84604,A,A1/A1cz,SFAR-R3-12,0,S,FAR,R3
84607,A,A1,SFAR-R3-12,0,S,FAR,R3
85615,A,A1,SFAR-R3-12,0,S,FAR,R3
84574,A,A1j,SFAR-R3-12,0,S,FAR,R3
85623,A,A1,SFAR-R3-12,0,S,FAR,R3
84609,A,A1,SFAR-R3-12,0,S,FAR,R3
85599,A,A1,SFAR-R3-12,0,S,FAR,R3
84576,A,A1/A1bz,SFAR-R3-12,0,S,FAR,R3
85661,A,A1j,SFAR-R3-12,0,S,FAR,R3
84569,A,A1,SFAR-R3-12,0,S,FAR,R3
85595,A,A1,SFAR-R3-12,0,S,FAR,R3
85624,A,A1,SFAR-R3-12,0,S,FAR,R3
84608,A,A1,SFAR-R3-12,0,S,FAR,R3
84571,A,A1,SFAR-R3-12,0,S,FAR,R3
85625,A,A1,SFAR-R3-12,0,S,FAR,R3
84606,A,A1,SFAR-R3-12,0,S,FAR,R3
84572,A,A1/A1j,SFAR-R3-12,0,S,FAR,R3
85600,A,A1,SFAR-R3-12,0,S,FAR,R3
84575,A,A1j,SFAR-R3-12,0,S,FAR,R3
84570,A,A1,SFAR-R3-12,0,S,FAR,R3
84591,A,A1,SFAR-R3-12,0,S,FAR,R3
84613,A,A1,SFAR-R3-12,0,S,FAR,R3
84679,A,A1,SFAR-R3-12,0,S,FAR,R3
84573,A,A1,SFAR-R3-12,0,S,FAR,R3
85583,A,A1,SFAR-R3-12,0,S,FAR,R3
84605,A,A1,SFAR-R3-12,0,S,FAR,R3
85594,A,A1,SFAR-R3-12,0,S,FAR,R3
85611,A,A1,SFAR-R3-12,0,S,FAR,R3
85654,A,A1cc,SFAR-R3-12,0,S,FAR,R3
85660,A,A1/A1bv,SFAR-R3-12,0,S,FAR,R3
84553,A,A1,SFAR-R3-12,0,S,FAR,R3
84555,A,A1,SFAR-R3-12,0,S,FAR,R3
85584,A,A1,SFAR-R3-12,0,S,FAR,R3
85589,A,A1,SFAR-R3-12,0,S,FAR,R3
84614,A,A1,SFAR-R3-12,0,S,FAR,R3
84567,A,A1,SFAR-R3-12,0,S,FAR,R3
85590,A,A1ej,SFAR-R3-12,0,S,FAR,R3
85601,A,A1,SFAR-R3-12,0,S,FAR,R3
84599,A,A1,SFAR-R3-12,0,S,FAR,R3
85655,A,A1cl,SFAR-R3-12,0,S,FAR,R3
84647,A,A7,SFAR-R3-12,0,S,FAR,R3
84736,B,B1g,SFAR-R3-12,0,S,FAR,R3
85083,C,C3,SFAR-R3-12,0,S,FAR,R3
85439,C,C1/C1h,SFAR-R3-12,0,S,FAR,R3
85464,C,C72,SFAR-R3-12,0,S,FAR,R3
85138,C,C15h,SFAR-R3-12,0,S,FAR,R3
85463,C,C21,SFAR-R3-12,0,S,FAR,R3
84835,C,C1,SFAR-R3-12,0,S,FAR,R3
84927,C,C21,SFAR-R3-12,0,S,FAR,R3
84877,C,C21,SFAR-R3-12,0,S,FAR,R3
84881,C,C116,SFAR-R3-12,0,S,FAR,R3
85462,C,C21,SFAR-R3-12,0,S,FAR,R3
84880,C,C72,SFAR-R3-12,0,S,FAR,R3
84879,C,C21,SFAR-R3-12,0,S,FAR,R3
84926,C,C72,SFAR-R3-12,0,S,FAR,R3
85151,C,C1/C93a,SFAR-R3-12,0,S,FAR,R3
84785,C,C1,SFAR-R3-12,0,S,FAR,R3
84932,C,C163b,SFAR-R3-12,0,S,FAR,R3
85489,C,C15/C3z,SFAR-R3-12,0,S,FAR,R3
85490,C,C3z,SFAR-R3-12,0,S,FAR,R3
85054,C,C15,SFAR-R3-12,0,S,FAR,R3
85651,C,C93a,SFAR-R3-12,0,S,FAR,R3
85145,C,C21,SFAR-R3-12,0,S,FAR,R3
85670,C,C116,SFAR-R3-12,0,S,FAR,R3
85198,C,C72,SFAR-R3-12,0,S,FAR,R3
84781,C,C1,SFAR-R3-12,0,S,FAR,R3
84782,C,C41,SFAR-R3-12,0,S,FAR,R3
84844,C,C50b,SFAR-R3-12,0,S,FAR,R3
84845,C,C3,SFAR-R3-12,0,S,FAR,R3
84864,C,C3k,SFAR-R3-12,0,S,FAR,R3
84878,C,C15h,SFAR-R3-12,0,S,FAR,R3
84913,C,C15,SFAR-R3-12,0,S,FAR,R3
84935,C,C3z,SFAR-R3-12,0,S,FAR,R3
85488,C,C116,SFAR-R3-12,0,S,FAR,R3
85250,D,D1/D6,SFAR-R3-12,0,S,FAR,R3
85561,D,D1,SFAR-R3-12,0,S,FAR,R3
85268,D,D1,SFAR-R3-12,0,S,FAR,R3
85551,D,D4,SFAR-R3-12,0,S,FAR,R3
85384,G,G3b,SFAR-R3-12,0,S,FAR,R3
85586,A,A1,SFAR-R3-13,0,S,FAR,R3
85581,A,A1,SFAR-R3-13,0,S,FAR,R3
84568,A,A1/A1c,SFAR-R3-13,0,S,FAR,R3
85591,A,A1,SFAR-R3-13,0,S,FAR,R3
84566,A,A1,SFAR-R3-13,0,S,FAR,R3
85585,A,A1/A1c,SFAR-R3-13,0,S,FAR,R3
85596,A,A1,SFAR-R3-13,9994,S,FAR,R3
84552,A,A1,SFAR-R3-13,0,S,FAR,R3
84603,A,A1,SFAR-R3-13,0,S,FAR,R3
84604,A,A1/A1cz,SFAR-R3-13,0,S,FAR,R3
84607,A,A1,SFAR-R3-13,0,S,FAR,R3
85615,A,A1,SFAR-R3-13,0,S,FAR,R3
84574,A,A1j,SFAR-R3-13,0,S,FAR,R3
85623,A,A1,SFAR-R3-13,0,S,FAR,R3
84609,A,A1,SFAR-R3-13,0,S,FAR,R3
85599,A,A1,SFAR-R3-13,0,S,FAR,R3
84576,A,A1/A1bz,SFAR-R3-13,0,S,FAR,R3
85661,A,A1j,SFAR-R3-13,0,S,FAR,R3
84569,A,A1,SFAR-R3-13,0,S,FAR,R3
85595,A,A1,SFAR-R3-13,0,S,FAR,R3
85624,A,A1,SFAR-R3-13,0,S,FAR,R3
84608,A,A1,SFAR-R3-13,0,S,FAR,R3
84571,A,A1,SFAR-R3-13,0,S,FAR,R3
85625,A,A1,SFAR-R3-13,0,S,FAR,R3
84606,A,A1,SFAR-R3-13,0,S,FAR,R3
84572,A,A1/A1j,SFAR-R3-13,0,S,FAR,R3
85600,A,A1,SFAR-R3-13,0,S,FAR,R3
84575,A,A1j,SFAR-R3-13,0,S,FAR,R3
84570,A,A1,SFAR-R3-13,0,S,FAR,R3
84591,A,A1,SFAR-R3-13,0,S,FAR,R3
84613,A,A1,SFAR-R3-13,0,S,FAR,R3
84679,A,A1,SFAR-R3-13,0,S,FAR,R3
84573,A,A1,SFAR-R3-13,0,S,FAR,R3
85583,A,A1,SFAR-R3-13,0,S,FAR,R3
84605,A,A1,SFAR-R3-13,0,S,FAR,R3
85594,A,A1,SFAR-R3-13,0,S,FAR,R3
85611,A,A1,SFAR-R3-13,0,S,FAR,R3
85654,A,A1cc,SFAR-R3-13,0,S,FAR,R3
85660,A,A1/A1bv,SFAR-R3-13,0,S,FAR,R3
84553,A,A1,SFAR-R3-13,0,S,FAR,R3
84555,A,A1,SFAR-R3-13,0,S,FAR,R3
85584,A,A1,SFAR-R3-13,0,S,FAR,R3
85589,A,A1,SFAR-R3-13,0,S,FAR,R3
84614,A,A1,SFAR-R3-13,0,S,FAR,R3
84567,A,A1,SFAR-R3-13,0,S,FAR,R3
85590,A,A1ej,SFAR-R3-13,0,S,FAR,R3
85601,A,A1,SFAR-R3-13,0,S,FAR,R3
84599,A,A1,SFAR-R3-13,0,S,FAR,R3
85655,A,A1cl,SFAR-R3-13,0,S,FAR,R3
84647,A,A7,SFAR-R3-13,0,S,FAR,R3
84736,B,B1g,SFAR-R3-13,0,S,FAR,R3
85083,C,C3,SFAR-R3-13,0,S,FAR,R3
85439,C,C1/C1h,SFAR-R3-13,0,S,FAR,R3
85464,C,C72,SFAR-R3-13,0,S,FAR,R3
85138,C,C15h,SFAR-R3-13,0,S,FAR,R3
85463,C,C21,SFAR-R3-13,0,S,FAR,R3
84835,C,C1,SFAR-R3-13,0,S,FAR,R3
84927,C,C21,SFAR-R3-13,0,S,FAR,R3
84877,C,C21,SFAR-R3-13,0,S,FAR,R3
84881,C,C116,SFAR-R3-13,0,S,FAR,R3
85462,C,C21,SFAR-R3-13,0,S,FAR,R3
84880,C,C72,SFAR-R3-13,0,S,FAR,R3
84879,C,C21,SFAR-R3-13,0,S,FAR,R3
84926,C,C72,SFAR-R3-13,0,S,FAR,R3
85151,C,C1/C93a,SFAR-R3-13,0,S,FAR,R3
84785,C,C1,SFAR-R3-13,0,S,FAR,R3
84932,C,C163b,SFAR-R3-13,0,S,FAR,R3
85489,C,C15/C3z,SFAR-R3-13,0,S,FAR,R3
85490,C,C3z,SFAR-R3-13,0,S,FAR,R3
85054,C,C15,SFAR-R3-13,0,S,FAR,R3
85651,C,C93a,SFAR-R3-13,0,S,FAR,R3
85145,C,C21,SFAR-R3-13,0,S,FAR,R3
85670,C,C116,SFAR-R3-13,0,S,FAR,R3
85198,C,C72,SFAR-R3-13,0,S,FAR,R3
84781,C,C1,SFAR-R3-13,0,S,FAR,R3
84782,C,C41,SFAR-R3-13,0,S,FAR,R3
84844,C,C50b,SFAR-R3-13,0,S,FAR,R3
84845,C,C3,SFAR-R3-13,0,S,FAR,R3
84864,C,C3k,SFAR-R3-13,0,S,FAR,R3
84878,C,C15h,SFAR-R3-13,0,S,FAR,R3
84913,C,C15,SFAR-R3-13,0,S,FAR,R3
84935,C,C3z,SFAR-R3-13,0,S,FAR,R3
85488,C,C116,SFAR-R3-13,0,S,FAR,R3
85250,D,D1/D6,SFAR-R3-13,0,S,FAR,R3
85561,D,D1,SFAR-R3-13,0,S,FAR,R3
85268,D,D1,SFAR-R3-13,0,S,FAR,R3
85551,D,D4,SFAR-R3-13,0,S,FAR,R3
85384,G,G3b,SFAR-R3-13,0,S,FAR,R3
85586,A,A1,SFAR-R3-14,0,S,FAR,R3
85581,A,A1,SFAR-R3-14,0,S,FAR,R3
84568,A,A1/A1c,SFAR-R3-14,0,S,FAR,R3
85591,A,A1,SFAR-R3-14,0,S,FAR,R3
84566,A,A1,SFAR-R3-14,0,S,FAR,R3
85585,A,A1/A1c,SFAR-R3-14,0,S,FAR,R3
85596,A,A1,SFAR-R3-14,9814,S,FAR,R3
84552,A,A1,SFAR-R3-14,0,S,FAR,R3
84603,A,A1,SFAR-R3-14,0,S,FAR,R3
84604,A,A1/A1cz,SFAR-R3-14,0,S,FAR,R3
84607,A,A1,SFAR-R3-14,0,S,FAR,R3
85615,A,A1,SFAR-R3-14,0,S,FAR,R3
84574,A,A1j,SFAR-R3-14,0,S,FAR,R3
85623,A,A1,SFAR-R3-14,0,S,FAR,R3
84609,A,A1,SFAR-R3-14,0,S,FAR,R3
85599,A,A1,SFAR-R3-14,0,S,FAR,R3
84576,A,A1/A1bz,SFAR-R3-14,0,S,FAR,R3
85661,A,A1j,SFAR-R3-14,0,S,FAR,R3
84569,A,A1,SFAR-R3-14,0,S,FAR,R3
85595,A,A1,SFAR-R3-14,0,S,FAR,R3
85624,A,A1,SFAR-R3-14,0,S,FAR,R3
84608,A,A1,SFAR-R3-14,0,S,FAR,R3
84571,A,A1,SFAR-R3-14,0,S,FAR,R3
85625,A,A1,SFAR-R3-14,0,S,FAR,R3
84606,A,A1,SFAR-R3-14,0,S,FAR,R3
84572,A,A1/A1j,SFAR-R3-14,0,S,FAR,R3
85600,A,A1,SFAR-R3-14,0,S,FAR,R3
84575,A,A1j,SFAR-R3-14,0,S,FAR,R3
84570,A,A1,SFAR-R3-14,0,S,FAR,R3
84591,A,A1,SFAR-R3-14,0,S,FAR,R3
84613,A,A1,SFAR-R3-14,0,S,FAR,R3
84679,A,A1,SFAR-R3-14,0,S,FAR,R3
84573,A,A1,SFAR-R3-14,0,S,FAR,R3
85583,A,A1,SFAR-R3-14,0,S,FAR,R3
84605,A,A1,SFAR-R3-14,0,S,FAR,R3
85594,A,A1,SFAR-R3-14,0,S,FAR,R3
85611,A,A1,SFAR-R3-14,0,S,FAR,R3
85654,A,A1cc,SFAR-R3-14,0,S,FAR,R3
85660,A,A1/A1bv,SFAR-R3-14,0,S,FAR,R3
84553,A,A1,SFAR-R3-14,0,S,FAR,R3
84555,A,A1,SFAR-R3-14,0,S,FAR,R3
85584,A,A1,SFAR-R3-14,0,S,FAR,R3
85589,A,A1,SFAR-R3-14,0,S,FAR,R3
84614,A,A1,SFAR-R3-14,0,S,FAR,R3
84567,A,A1,SFAR-R3-14,0,S,FAR,R3
85590,A,A1ej,SFAR-R3-14,0,S,FAR,R3
85601,A,A1,SFAR-R3-14,0,S,FAR,R3
84599,A,A1,SFAR-R3-14,0,S,FAR,R3
85655,A,A1cl,SFAR-R3-14,0,S,FAR,R3
84647,A,A7,SFAR-R3-14,0,S,FAR,R3
84736,B,B1g,SFAR-R3-14,0,S,FAR,R3
85083,C,C3,SFAR-R3-14,0,S,FAR,R3
85439,C,C1/C1h,SFAR-R3-14,0,S,FAR,R3
85464,C,C72,SFAR-R3-14,0,S,FAR,R3
85138,C,C15h,SFAR-R3-14,0,S,FAR,R3
85463,C,C21,SFAR-R3-14,0,S,FAR,R3
84835,C,C1,SFAR-R3-14,0,S,FAR,R3
84927,C,C21,SFAR-R3-14,0,S,FAR,R3
84877,C,C21,SFAR-R3-14,0,S,FAR,R3
84881,C,C116,SFAR-R3-14,0,S,FAR,R3
85462,C,C21,SFAR-R3-14,0,S,FAR,R3
84880,C,C72,SFAR-R3-14,0,S,FAR,R3
84879,C,C21,SFAR-R3-14,0,S,FAR,R3
84926,C,C72,SFAR-R3-14,0,S,FAR,R3
85151,C,C1/C93a,SFAR-R3-14,0,S,FAR,R3
84785,C,C1,SFAR-R3-14,0,S,FAR,R3
84932,C,C163b,SFAR-R3-14,0,S,FAR,R3
85489,C,C15/C3z,SFAR-R3-14,0,S,FAR,R3
85490,C,C3z,SFAR-R3-14,0,S,FAR,R3
85054,C,C15,SFAR-R3-14,0,S,FAR,R3
85651,C,C93a,SFAR-R3-14,0,S,FAR,R3
85145,C,C21,SFAR-R3-14,0,S,FAR,R3
85670,C,C116,SFAR-R3-14,0,S,FAR,R3
85198,C,C72,SFAR-R3-14,0,S,FAR,R3
84781,C,C1,SFAR-R3-14,0,S,FAR,R3
84782,C,C41,SFAR-R3-14,0,S,FAR,R3
84844,C,C50b,SFAR-R3-14,0,S,FAR,R3
84845,C,C3,SFAR-R3-14,0,S,FAR,R3
84864,C,C3k,SFAR-R3-14,0,S,FAR,R3
84878,C,C15h,SFAR-R3-14,0,S,FAR,R3
84913,C,C15,SFAR-R3-14,0,S,FAR,R3
84935,C,C3z,SFAR-R3-14,0,S,FAR,R3
85488,C,C116,SFAR-R3-14,0,S,FAR,R3
85250,D,D1/D6,SFAR-R3-14,0,S,FAR,R3
85561,D,D1,SFAR-R3-14,0,S,FAR,R3
85268,D,D1,SFAR-R3-14,0,S,FAR,R3
85551,D,D4,SFAR-R3-14,0,S,FAR,R3
85384,G,G3b,SFAR-R3-14,0,S,FAR,R3
85586,A,A1,SFAR-R3-15,0,S,FAR,R3
85581,A,A1,SFAR-R3-15,0,S,FAR,R3
84568,A,A1/A1c,SFAR-R3-15,0,S,FAR,R3
85591,A,A1,SFAR-R3-15,0,S,FAR,R3
84566,A,A1,SFAR-R3-15,0,S,FAR,R3
85585,A,A1/A1c,SFAR-R3-15,0,S,FAR,R3
85596,A,A1,SFAR-R3-15,10234,S,FAR,R3
84552,A,A1,SFAR-R3-15,0,S,FAR,R3
84603,A,A1,SFAR-R3-15,0,S,FAR,R3
84604,A,A1/A1cz,SFAR-R3-15,0,S,FAR,R3
84607,A,A1,SFAR-R3-15,0,S,FAR,R3
85615,A,A1,SFAR-R3-15,0,S,FAR,R3
84574,A,A1j,SFAR-R3-15,0,S,FAR,R3
85623,A,A1,SFAR-R3-15,0,S,FAR,R3
84609,A,A1,SFAR-R3-15,0,S,FAR,R3
85599,A,A1,SFAR-R3-15,0,S,FAR,R3
84576,A,A1/A1bz,SFAR-R3-15,0,S,FAR,R3
85661,A,A1j,SFAR-R3-15,0,S,FAR,R3
84569,A,A1,SFAR-R3-15,0,S,FAR,R3
85595,A,A1,SFAR-R3-15,0,S,FAR,R3
85624,A,A1,SFAR-R3-15,0,S,FAR,R3
84608,A,A1,SFAR-R3-15,0,S,FAR,R3
84571,A,A1,SFAR-R3-15,0,S,FAR,R3
85625,A,A1,SFAR-R3-15,0,S,FAR,R3
84606,A,A1,SFAR-R3-15,0,S,FAR,R3
84572,A,A1/A1j,SFAR-R3-15,0,S,FAR,R3
85600,A,A1,SFAR-R3-15,0,S,FAR,R3
84575,A,A1j,SFAR-R3-15,0,S,FAR,R3
84570,A,A1,SFAR-R3-15,0,S,FAR,R3
84591,A,A1,SFAR-R3-15,0,S,FAR,R3
84613,A,A1,SFAR-R3-15,0,S,FAR,R3
84679,A,A1,SFAR-R3-15,0,S,FAR,R3
84573,A,A1,SFAR-R3-15,0,S,FAR,R3
85583,A,A1,SFAR-R3-15,0,S,FAR,R3
84605,A,A1,SFAR-R3-15,0,S,FAR,R3
85594,A,A1,SFAR-R3-15,0,S,FAR,R3
85611,A,A1,SFAR-R3-15,0,S,FAR,R3
85654,A,A1cc,SFAR-R3-15,0,S,FAR,R3
85660,A,A1/A1bv,SFAR-R3-15,0,S,FAR,R3
84553,A,A1,SFAR-R3-15,0,S,FAR,R3
84555,A,A1,SFAR-R3-15,0,S,FAR,R3
85584,A,A1,SFAR-R3-15,0,S,FAR,R3
85589,A,A1,SFAR-R3-15,0,S,FAR,R3
84614,A,A1,SFAR-R3-15,0,S,FAR,R3
84567,A,A1,SFAR-R3-15,0,S,FAR,R3
85590,A,A1ej,SFAR-R3-15,0,S,FAR,R3
85601,A,A1,SFAR-R3-15,0,S,FAR,R3
84599,A,A1,SFAR-R3-15,0,S,FAR,R3
85655,A,A1cl,SFAR-R3-15,0,S,FAR,R3
84647,A,A7,SFAR-R3-15,0,S,FAR,R3
84736,B,B1g,SFAR-R3-15,0,S,FAR,R3
85083,C,C3,SFAR-R3-15,0,S,FAR,R3
85439,C,C1/C1h,SFAR-R3-15,0,S,FAR,R3
85464,C,C72,SFAR-R3-15,0,S,FAR,R3
85138,C,C15h,SFAR-R3-15,0,S,FAR,R3
85463,C,C21,SFAR-R3-15,0,S,FAR,R3
84835,C,C1,SFAR-R3-15,0,S,FAR,R3
84927,C,C21,SFAR-R3-15,0,S,FAR,R3
84877,C,C21,SFAR-R3-15,0,S,FAR,R3
84881,C,C116,SFAR-R3-15,0,S,FAR,R3
85462,C,C21,SFAR-R3-15,0,S,FAR,R3
84880,C,C72,SFAR-R3-15,0,S,FAR,R3
84879,C,C21,SFAR-R3-15,0,S,FAR,R3
84926,C,C72,SFAR-R3-15,0,S,FAR,R3
85151,C,C1/C93a,SFAR-R3-15,0,S,FAR,R3
84785,C,C1,SFAR-R3-15,0,S,FAR,R3
84932,C,C163b,SFAR-R3-15,0,S,FAR,R3
85489,C,C15/C3z,SFAR-R3-15,0,S,FAR,R3
85490,C,C3z,SFAR-R3-15,0,S,FAR,R3
85054,C,C15,SFAR-R3-15,0,S,FAR,R3
85651,C,C93a,SFAR-R3-15,0,S,FAR,R3
85145,C,C21,SFAR-R3-15,0,S,FAR,R3
85670,C,C116,SFAR-R3-15,0,S,FAR,R3
85198,C,C72,SFAR-R3-15,0,S,FAR,R3
84781,C,C1,SFAR-R3-15,0,S,FAR,R3
84782,C,C41,SFAR-R3-15,0,S,FAR,R3
84844,C,C50b,SFAR-R3-15,0,S,FAR,R3
84845,C,C3,SFAR-R3-15,0,S,FAR,R3
84864,C,C3k,SFAR-R3-15,0,S,FAR,R3
84878,C,C15h,SFAR-R3-15,0,S,FAR,R3
84913,C,C15,SFAR-R3-15,0,S,FAR,R3
84935,C,C3z,SFAR-R3-15,0,S,FAR,R3
85488,C,C116,SFAR-R3-15,0,S,FAR,R3
85250,D,D1/D6,SFAR-R3-15,0,S,FAR,R3
85561,D,D1,SFAR-R3-15,0,S,FAR,R3
85268,D,D1,SFAR-R3-15,0,S,FAR,R3
85551,D,D4,SFAR-R3-15,0,S,FAR,R3
85384,G,G3b,SFAR-R3-15,0,S,FAR,R3
85586,A,A1,SFAR-R3-16,0,S,FAR,R3
85581,A,A1,SFAR-R3-16,0,S,FAR,R3
84568,A,A1/A1c,SFAR-R3-16,0,S,FAR,R3
85591,A,A1,SFAR-R3-16,0,S,FAR,R3
84566,A,A1,SFAR-R3-16,0,S,FAR,R3
85585,A,A1/A1c,SFAR-R3-16,0,S,FAR,R3
85596,A,A1,SFAR-R3-16,8971,S,FAR,R3
84552,A,A1,SFAR-R3-16,0,S,FAR,R3
84603,A,A1,SFAR-R3-16,0,S,FAR,R3
84604,A,A1/A1cz,SFAR-R3-16,0,S,FAR,R3
84607,A,A1,SFAR-R3-16,0,S,FAR,R3
85615,A,A1,SFAR-R3-16,0,S,FAR,R3
84574,A,A1j,SFAR-R3-16,0,S,FAR,R3
85623,A,A1,SFAR-R3-16,0,S,FAR,R3
84609,A,A1,SFAR-R3-16,0,S,FAR,R3
85599,A,A1,SFAR-R3-16,0,S,FAR,R3
84576,A,A1/A1bz,SFAR-R3-16,0,S,FAR,R3
85661,A,A1j,SFAR-R3-16,0,S,FAR,R3
84569,A,A1,SFAR-R3-16,0,S,FAR,R3
85595,A,A1,SFAR-R3-16,0,S,FAR,R3
85624,A,A1,SFAR-R3-16,0,S,FAR,R3
84608,A,A1,SFAR-R3-16,0,S,FAR,R3
84571,A,A1,SFAR-R3-16,0,S,FAR,R3
85625,A,A1,SFAR-R3-16,0,S,FAR,R3
84606,A,A1,SFAR-R3-16,0,S,FAR,R3
84572,A,A1/A1j,SFAR-R3-16,0,S,FAR,R3
85600,A,A1,SFAR-R3-16,0,S,FAR,R3
84575,A,A1j,SFAR-R3-16,0,S,FAR,R3
84570,A,A1,SFAR-R3-16,0,S,FAR,R3
84591,A,A1,SFAR-R3-16,0,S,FAR,R3
84613,A,A1,SFAR-R3-16,0,S,FAR,R3
84679,A,A1,SFAR-R3-16,0,S,FAR,R3
84573,A,A1,SFAR-R3-16,0,S,FAR,R3
85583,A,A1,SFAR-R3-16,0,S,FAR,R3
84605,A,A1,SFAR-R3-16,0,S,FAR,R3
85594,A,A1,SFAR-R3-16,0,S,FAR,R3
85611,A,A1,SFAR-R3-16,0,S,FAR,R3
85654,A,A1cc,SFAR-R3-16,0,S,FAR,R3
85660,A,A1/A1bv,SFAR-R3-16,0,S,FAR,R3
84553,A,A1,SFAR-R3-16,0,S,FAR,R3
84555,A,A1,SFAR-R3-16,0,S,FAR,R3
85584,A,A1,SFAR-R3-16,0,S,FAR,R3
85589,A,A1,SFAR-R3-16,0,S,FAR,R3
84614,A,A1,SFAR-R3-16,0,S,FAR,R3
84567,A,A1,SFAR-R3-16,0,S,FAR,R3
85590,A,A1ej,SFAR-R3-16,0,S,FAR,R3
85601,A,A1,SFAR-R3-16,0,S,FAR,R3
84599,A,A1,SFAR-R3-16,0,S,FAR,R3
85655,A,A1cl,SFAR-R3-16,0,S,FAR,R3
84647,A,A7,SFAR-R3-16,0,S,FAR,R3
84736,B,B1g,SFAR-R3-16,0,S,FAR,R3
85083,C,C3,SFAR-R3-16,0,S,FAR,R3
85439,C,C1/C1h,SFAR-R3-16,0,S,FAR,R3
85464,C,C72,SFAR-R3-16,0,S,FAR,R3
85138,C,C15h,SFAR-R3-16,0,S,FAR,R3
85463,C,C21,SFAR-R3-16,0,S,FAR,R3
84835,C,C1,SFAR-R3-16,0,S,FAR,R3
84927,C,C21,SFAR-R3-16,0,S,FAR,R3
84877,C,C21,SFAR-R3-16,0,S,FAR,R3
84881,C,C116,SFAR-R3-16,0,S,FAR,R3
85462,C,C21,SFAR-R3-16,0,S,FAR,R3
84880,C,C72,SFAR-R3-16,0,S,FAR,R3
84879,C,C21,SFAR-R3-16,0,S,FAR,R3
84926,C,C72,SFAR-R3-16,0,S,FAR,R3
85151,C,C1/C93a,SFAR-R3-16,0,S,FAR,R3
84785,C,C1,SFAR-R3-16,0,S,FAR,R3
84932,C,C163b,SFAR-R3-16,0,S,FAR,R3
85489,C,C15/C3z,SFAR-R3-16,0,S,FAR,R3
85490,C,C3z,SFAR-R3-16,0,S,FAR,R3
85054,C,C15,SFAR-R3-16,0,S,FAR,R3
85651,C,C93a,SFAR-R3-16,0,S,FAR,R3
85145,C,C21,SFAR-R3-16,0,S,FAR,R3
85670,C,C116,SFAR-R3-16,0,S,FAR,R3
85198,C,C72,SFAR-R3-16,0,S,FAR,R3
84781,C,C1,SFAR-R3-16,0,S,FAR,R3
84782,C,C41,SFAR-R3-16,0,S,FAR,R3
84844,C,C50b,SFAR-R3-16,0,S,FAR,R3
84845,C,C3,SFAR-R3-16,0,S,FAR,R3
84864,C,C3k,SFAR-R3-16,0,S,FAR,R3
84878,C,C15h,SFAR-R3-16,0,S,FAR,R3
84913,C,C15,SFAR-R3-16,0,S,FAR,R3
84935,C,C3z,SFAR-R3-16,0,S,FAR,R3
85488,C,C116,SFAR-R3-16,0,S,FAR,R3
85250,D,D1/D6,SFAR-R3-16,0,S,FAR,R3
85561,D,D1,SFAR-R3-16,0,S,FAR,R3
85268,D,D1,SFAR-R3-16,0,S,FAR,R3
85551,D,D4,SFAR-R3-16,0,S,FAR,R3
85384,G,G3b,SFAR-R3-16,0,S,FAR,R3
85586,A,A1,SFAR-R3-17,0,S,FAR,R3
85581,A,A1,SFAR-R3-17,0,S,FAR,R3
84568,A,A1/A1c,SFAR-R3-17,0,S,FAR,R3
85591,A,A1,SFAR-R3-17,0,S,FAR,R3
84566,A,A1,SFAR-R3-17,13904,S,FAR,R3
85585,A,A1/A1c,SFAR-R3-17,0,S,FAR,R3
85596,A,A1,SFAR-R3-17,0,S,FAR,R3
84552,A,A1,SFAR-R3-17,0,S,FAR,R3
84603,A,A1,SFAR-R3-17,0,S,FAR,R3
84604,A,A1/A1cz,SFAR-R3-17,0,S,FAR,R3
84607,A,A1,SFAR-R3-17,0,S,FAR,R3
85615,A,A1,SFAR-R3-17,0,S,FAR,R3
84574,A,A1j,SFAR-R3-17,0,S,FAR,R3
85623,A,A1,SFAR-R3-17,0,S,FAR,R3
84609,A,A1,SFAR-R3-17,0,S,FAR,R3
85599,A,A1,SFAR-R3-17,0,S,FAR,R3
84576,A,A1/A1bz,SFAR-R3-17,0,S,FAR,R3
85661,A,A1j,SFAR-R3-17,0,S,FAR,R3
84569,A,A1,SFAR-R3-17,0,S,FAR,R3
85595,A,A1,SFAR-R3-17,0,S,FAR,R3
85624,A,A1,SFAR-R3-17,0,S,FAR,R3
84608,A,A1,SFAR-R3-17,0,S,FAR,R3
84571,A,A1,SFAR-R3-17,0,S,FAR,R3
85625,A,A1,SFAR-R3-17,0,S,FAR,R3
84606,A,A1,SFAR-R3-17,0,S,FAR,R3
84572,A,A1/A1j,SFAR-R3-17,0,S,FAR,R3
85600,A,A1,SFAR-R3-17,0,S,FAR,R3
84575,A,A1j,SFAR-R3-17,0,S,FAR,R3
84570,A,A1,SFAR-R3-17,0,S,FAR,R3
84591,A,A1,SFAR-R3-17,0,S,FAR,R3
84613,A,A1,SFAR-R3-17,0,S,FAR,R3
